ID	H3_WT	H3_atx34	H3_atx3-1	H3_atx3-145	K4me2_WT	K4me2_atx45	K4me2_atx3-1	K4me2_atx3-145	K4me3_WT	K4me3_atx45	K4me3_atx3-1	K4me3_atx3-145	
AT1G02816	8.40154	8.78419	7.92864	7.61984	24.8748	34.9789	23.2462	40.8848	47.0141	64.1719	55.2727	39.8597
AT1G02820	6.21364	6.33194	6.82033	4.63688	52.2992	32.7255	43.7153	16.8324	9.10113	8.49739	9.1064	6.30193
AT1G02830	4.63835	5.59992	4.74582	4.45967	16.3552	5.22379	14.4225	2.78365	2.8661	1.21391	3.12608	3.51858
AT1G02840	25.1171	24.8885	24.7521	21.4714	31.5288	41.4318	28.5762	46.4956	52.2435	64.1167	55.7711	45.899
AT1G02850	25.6422	27.5238	24.1838	24.3658	46.3293	29.7039	41.9685	57.2822	29.1638	10.5941	33.5261	23.3171
AT1G02860	14.6735	15.1527	14.7206	14.0583	57.9582	59.2541	47.2985	63.9804	28.7113	28.0304	26.9115	23.2646
AT1G02870	10.8812	12.7737	10.2305	10.4551	27.5488	38.8711	29.472	50.4101	37.561	56.8884	41.817	33.9254
AT1G02880	13.5358	13.2861	10.742	10.4847	27.269	38.4614	28.5314	39.2755	40.0248	54.1847	46.8006	33.5053
AT1G02890	47.9588	51.9365	49.4474	48.8497	52.6101	75.0279	55.2264	93.9915	74.77	97.8304	82.456	69.0586
AT1G02900	7.00128	6.84435	6.90559	5.93638	32.6481	11.5743	29.5616	4.47993	8.39717	6.29028	7.65663	5.67174
AT1G02910	19.7203	19.801	17.8465	17.3957	19.3401	25.0434	20.8723	32.2294	56.3164	80.2286	65.6477	48.4723
AT1G02920	11.0854	10.6874	10.4294	10.337	23.5999	11.3182	22.7983	21.4863	9.25197	4.02798	9.83129	12.1837
AT1G02930	9.53925	9.80901	9.6053	9.09655	41.6652	15.9786	39.505	34.6216	11.1627	5.02119	10.1031	10.5557
AT1G02940	9.68511	10.1384	9.4348	10.2189	14.1475	5.12136	13.6162	4.82789	4.92768	1.93123	3.94158	6.1969
AT1G02950	10.7936	12.4809	11.8787	9.83491	3.51356	3.99466	4.56861	2.95762	6.18474	2.75889	4.75708	6.66954
AT1G02952	9.36422	10.4312	10.5147	8.4468	3.14044	3.3801	4.03113	2.69666	5.38022	2.42783	3.94158	5.30412
AT1G02960	20.5079	22.3265	18.7275	19.7584	27.5488	37.3859	28.2179	44.2774	37.5107	47.7289	34.704	30.6169
AT1G02965	9.42256	9.1868	9.77581	8.00378	85.5692	61.5587	72.6946	10.8301	9.15141	5.18672	7.4301	6.45948
AT1G02970	23.8044	24.7787	22.3082	21.3828	65.0786	84.3488	59.9294	84.4663	26.9514	32.0583	20.7046	21.0589
AT1G02980	34.9189	34.1851	33.7891	31.2177	62.9021	45.4264	51.464	17.2673	17.8503	9.26988	13.0933	23.5797
AT1G02990	45.9459	47.1784	45.0142	44.9216	37.5298	48.3968	38.5644	61.4577	47.5672	44.0871	39.0533	40.5424
AT1G03000	37.1943	39.419	36.2046	34.4074	48.7856	69.5993	47.7912	84.9012	60.339	81.4425	72.3529	57.5051
AT1G03010	25.7297	26.7186	24.6385	22.0621	56.0926	16.6444	51.9567	9.78626	15.3362	6.34545	11.4623	17.2253
AT1G03020	5.68854	6.62474	5.93937	5.10943	7.33806	2.66311	7.79351	2.30521	3.77118	1.71051	2.94486	2.99342
AT1G03030	18.0575	17.3122	17.9886	15.8894	38.7114	51.4697	35.7426	57.5867	38.4661	47.3978	39.9594	31.3521
AT1G03040	18.1158	21.0088	19.5232	18.3112	36.3483	46.8092	32.9209	60.1094	66.3226	102.3	75.4336	56.9274
AT1G03050	20.2454	20.9356	21.342	21.6781	92.0988	16.6956	81.0704	8.6554	13.526	4.91083	9.8766	12.3938
AT1G03055	12.3689	13.5789	12.9586	11.6365	40.8257	34.4667	38.1165	30.4461	12.0678	11.477	11.87	11.396
AT1G03060	125.148	122.247	120.208	124.251	60.0726	77.7422	67.5885	84.9012	89.4525	84.0911	89.6143	95.6843
AT1G03070	13.0691	13.1031	12.8165	11.9614	44.899	38.2053	30.9949	13.6138	12.0678	6.06956	6.65991	9.1378
AT1G03080	52.072	56.1456	50.4989	52.7777	45.583	57.9226	45.8205	51.6279	48.422	47.2874	51.7389	50.3104
AT1G03090	35.619	37.8452	35.4373	33.3146	54.1337	85.4243	55.7639	110.563	61.8977	84.6428	70.6766	51.3607
AT1G03100	24.1253	21.7775	22.3082	23.0072	44.1527	61.6099	39.9977	72.0268	29.365	30.1823	29.8563	24.7876
AT1G03103	8.43071	6.84435	7.30344	6.468	11.0382	3.94345	11.3319	3.08811	5.68192	1.71051	3.94158	4.30632
AT1G03106	6.00943	5.49012	4.26271	4.72548	28.2018	7.5284	26.6054	2.87063	5.68192	2.15194	4.75708	5.30412
AT1G03110	17.7074	18.0076	18.7275	19.1973	32.7414	39.4345	29.696	48.5833	29.2644	31.3962	28.4972	28.5162
AT1G03120	8.3432	8.74759	7.92864	8.24006	56.1859	45.324	49.4933	29.0108	20.2638	26.6509	25.0992	10.3982
AT1G03130	7.55555	7.02735	7.67288	6.20219	21.9831	18.1296	18.0505	26.3142	53.5005	82.7668	66.1913	47.9472
AT1G03140	15.6362	14.3109	13.7543	14.7671	51.5219	71.0332	47.0298	93.3391	75.5243	104.452	87.8473	60.3935
AT1G03150	13.2149	14.2377	13.6691	12.0204	13.8055	20.7927	15.1391	23.4	31.326	38.7349	32.484	26.3106
AT1G03160	38.5362	38.3576	36.4604	36.0023	60.539	84.7073	58.8992	102.951	87.2401	124.757	104.203	75.5706
AT1G03165	7.11797	6.14893	5.28576	5.19803	3.29591	2.86796	3.85196	3.52305	4.42486	1.54498	3.35261	5.51419
AT1G03170	14.9652	14.4207	13.5838	12.6702	36.8147	7.01626	33.7719	7.00261	10.861	3.97281	7.79254	11.5535
AT1G03180	16.0446	14.4207	14.2943	12.936	43.7174	55.7204	41.8789	73.7666	31.4265	34.9828	29.9469	24.8926
AT1G03190	33.6353	38.2478	32.6808	31.8675	45.3032	62.3781	43.6257	71.7659	55.0593	64.2822	61.3436	44.3761
AT1G03200	9.39339	12.4443	10.06	8.65354	23.289	13.1619	24.6347	16.2669	20.0124	13.1875	16.9896	13.4966
AT1G03210	11.8438	10.8704	11.3956	10.78	37.5298	52.2891	35.6979	36.4484	25.1412	33.6033	16.5818	12.8139
AT1G03220	12.7482	12.5175	11.8787	11.4002	70.2712	92.4917	69.3354	116.87	77.0327	103.679	97.0444	55.457
AT1G03230	12.8357	13.2495	12.9302	10.8981	69.7737	82.8124	73.5009	110.824	75.3231	108.259	87.8473	55.8771
AT1G03240	4.93007	4.7215	4.26271	3.89852	9.14148	2.66311	10.257	3.9145	3.62034	1.71051	3.62444	3.83367
AT1G03250	13.3316	14.6037	13.2144	12.5225	18.5628	26.1189	19.5734	31.9249	43.444	61.1371	46.8912	39.5971
AT1G03260	20.6538	22.4729	20.2052	23.7751	36.2239	54.6449	42.3268	76.8112	56.2158	73.8832	59.0784	43.6409
AT1G03270	26.7507	27.5238	26.2299	25.1632	52.6723	60.9954	50.1203	77.8116	35.3486	41.7696	39.7329	32.0873
AT1G03280	29.9305	30.2322	26.9687	27.585	19.7754	25.0434	22.8878	25.8357	37.3096	38.6245	32.7106	29.9867
AT1G03290	43.8455	42.7863	39.2738	42.7656	96.9494	135.818	91.5961	150.36	67.4288	69.4689	72.9871	55.2469
AT1G03300	17.8533	18.886	16.4541	18.0454	59.9793	83.4269	55.0025	98.3845	29.3147	35.8104	35.9273	25.4703
AT1G03310	25.2046	27.3042	27.4234	27.3783	37.25	49.1138	36.728	60.5443	39.3712	46.239	41.7264	37.0763
AT1G03320	8.0223	6.51494	7.36028	6.05452	9.54569	6.76019	9.80907	3.61004	5.63164	2.483	4.66647	5.35664
AT1G03325	2.01287	1.86664	1.7335	2.12647	3.327	1.84369	3.80717	1.69628	1.40791	0.386245	1.54039	1.89058
AT1G03330	9.88931	11.0168	10.0884	9.21469	19.1536	26.7847	18.3192	23.922	25.996	39.0659	33.4355	27.3609
AT1G03340	15.3445	14.8965	15.2605	16.0666	40.919	31.3939	33.1896	27.2275	18.8056	10.9252	16.6271	15.1246
AT1G03350	13.74	14.7501	12.7029	11.8728	31.1557	52.1866	30.9053	61.8926	73.2615	109.914	88.2551	58.3454
AT1G03360	15.0819	14.6403	12.7029	13.2018	49.3453	66.1167	44.8351	74.2886	35.7508	53.1915	39.3252	30.3018
AT1G03365	30.4264	32.0257	27.7644	25.4585	26.4605	30.216	25.0378	35.709	46.813	48.6117	46.2116	42.9056
AT1G03370	40.7825	43.1157	39.6432	37.3018	61.1608	88.5483	57.2868	106.648	73.161	86.4085	77.5177	65.2775
AT1G03380	45.6542	44.8726	44.3322	44.1537	36.7214	52.4939	39.2363	72.2443	59.3333	69.7448	58.0363	52.9362
AT1G03390	11.7271	12.0783	11.4809	10.5437	8.70617	5.53107	9.31638	4.26246	7.84406	1.93123	5.88971	8.03496
AT1G03395	5.39682	5.67312	5.08683	4.72548	5.13042	2.86796	4.97172	1.69628	3.36892	0.882846	2.53711	3.88619
AT1G03400	14.0026	13.1763	13.2712	14.5899	38.6492	48.7553	31.9355	46.0606	29.0633	25.1611	30.4906	18.6432
AT1G03410	21.0038	22.6925	20.6315	20.3786	48.6924	35.3886	47.7912	42.0591	68.183	97.4441	86.9865	66.9055
AT1G03420	7.23466	6.80775	6.16672	5.96592	19.7443	22.3291	19.3942	28.4889	56.4672	91.5953	75.8867	56.0346
AT1G03430	11.6396	11.4926	10.8273	10.8981	31.9019	40.7148	29.2033	41.5807	35.4491	43.2043	39.0533	22.3718
AT1G03440	12.6023	13.3959	11.9356	9.86444	56.7456	68.4726	59.8846	81.7261	85.2288	120.398	97.588	57.8202
AT1G03445	41.2784	38.6504	37.8813	36.7406	45.3654	30.216	37.5343	16.0495	19.8616	7.7249	17.6238	26.153
AT1G03457	22.9	23.2415	23.9848	22.0621	54.4757	48.2432	51.2849	41.7982	24.5881	18.8708	22.1091	18.8533
AT1G03470	12.1356	14.7135	12.0208	11.7546	54.4447	66.7825	49.2245	58.1956	19.7107	26.3198	21.2936	18.4857
AT1G03475	18.6701	19.3618	16.2267	17.3957	41.6031	58.6908	39.6394	80.5083	78.5412	121.281	99.3096	69.2162
AT1G03490	10.7353	12.8469	11.7082	11.3116	13.4013	6.91383	11.1528	5.39331	8.19604	2.9796	4.03219	4.88399
AT1G03495	11.4354	10.6508	11.9356	10.5437	11.4113	13.7765	11.2424	16.7889	6.53672	5.57296	6.38807	7.98244
AT1G03502	1.77949	2.48885	1.53458	2.12647	9.60788	12.1376	6.71854	15.1796	7.69322	13.6841	10.239	8.45509
AT1G03506	1.92535	2.45225	1.47774	2.36274	10.1365	13.9813	7.92788	17.4848	11.0621	17.4914	13.8635	9.76799
AT1G03510	12.544	11.639	10.3158	11.0163	29.4144	44.7607	27.7252	53.0633	30.0689	42.5421	35.7007	24.7351
AT1G03515	0.816816	0.805217	0.568361	0.383945	1.52358	2.45825	2.23951	2.60967	2.81582	3.08996	2.17466	1.89058
AT1G03520	15.8696	15.9945	14.1238	15.092	27.7976	35.5422	27.77	44.1469	39.874	51.6465	49.1112	34.7131
AT1G03530	27.5967	26.865	27.4518	27.6441	55.3775	72.9794	51.688	81.3781	42.2876	51.9224	44.8071	38.5993
AT1G03540	17.2115	18.2638	16.2267	16.3915	68.0636	100.737	60.1534	121.524	37.4604	52.6397	35.5195	30.7219
AT1G03545	16.3363	14.6403	14.7774	15.6236	13.9299	13.9813	12.7204	19.5725	9.55367	5.40743	8.2909	10.9759
AT1G03550	18.8451	17.605	17.8465	17.7501	15.5778	17.3614	14.7808	23.4	10.9616	5.90403	9.69537	12.9715
AT1G03560	15.7821	16.873	15.6584	14.9148	25.7765	35.1325	28.5314	45.2777	43.1926	58.7644	42.0888	35.6059
AT1G03570	0.670956	0.402609	0.710452	0.561151	1.15046	1.48519	2.10514	2.3487	2.51412	3.31067	1.49508	3.15096
AT1G03580	12.4273	10.5044	11.6798	10.2779	20.7704	10.9085	17.6922	7.0461	10.0565	4.35905	7.56602	7.5098
AT1G03590	25.4672	25.2911	23.3312	22.9776	62.2491	72.3136	51.1057	68.8952	37.9633	40.5557	41.5451	38.2842
AT1G03600	7.17632	7.50316	6.7635	6.05452	21.8898	22.7388	22.4847	28.0974	53.2994	80.3941	67.324	42.538
AT1G03610	15.7237	14.2743	13.6407	12.7293	38.7114	46.0922	33.5031	53.3677	61.1435	82.1598	71.7186	50.1528
AT1G03620	16.2488	17.1658	16.0562	16.2438	29.601	14.1862	28.621	11.787	14.2299	5.2419	9.51415	14.4944
AT1G03630	16.0154	15.6285	15.3173	15.1511	65.4828	74.4133	58.093	87.4674	62.7022	99.5409	75.1618	52.3585
AT1G03640	0.554268	0.549012	0.596779	0.590685	0.404215	0.665777	0.671854	0.130483	1.1565	0.441423	0.49836	0.945289
AT1G03650	7.96396	9.4064	9.09378	7.32449	32.1817	49.626	31.4428	58.4566	20.1633	26.9268	20.0703	18.3281
AT1G03660	13.74	13.6155	10.6568	11.3412	34.5137	23.968	31.174	29.9677	9.4531	6.56617	8.10968	11.7636
AT1G03670	19.0785	20.3866	19.8642	17.7796	40.0484	12.1376	37.1759	14.7011	7.54237	4.19352	7.06766	9.1378
AT1G03680	8.92664	9.2234	9.66214	6.99962	18.3141	25.7092	15.2735	28.9238	45.7068	71.7864	57.9457	38.1267
AT1G03687	18.8159	18.5932	15.0332	16.1552	24.626	30.7794	26.695	38.2316	34.4938	47.2323	35.3383	26.6782
AT1G03700	7.14714	5.67312	6.99084	6.40893	8.30195	4.45558	7.65914	1.82677	4.37457	1.76569	3.66974	6.45948
AT1G03710	13.1858	13.0665	11.5093	13.6448	42.567	27.8602	34.3989	6.3067	9.30226	4.02798	5.88971	7.5098
AT1G03720	9.59759	10.358	9.97474	9.62817	16.1686	8.75752	15.587	4.13197	5.27966	2.15194	5.30074	5.67174
AT1G03730	6.53453	5.45352	5.54152	5.10943	13.3702	13.674	14.1537	21.3558	44.9525	65.6065	58.0816	36.6562
AT1G03740	24.3878	25.95	24.4395	23.9523	36.5659	52.1866	39.1467	56.4123	43.2932	51.7017	44.7618	37.8116
AT1G03743	1.2544	1.20783	1.25039	0.886028	1.52358	2.35582	1.79161	2.30521	7.14011	9.2147	8.74396	5.46167
AT1G03746	1.02102	0.91502	0.937796	0.708822	1.46139	2.20218	2.06035	3.1751	7.39152	10.3183	7.79254	6.51199
AT1G03750	27.5384	25.4741	25.2068	26.256	45.8007	59.9199	41.6998	70.6785	46.5616	54.8468	46.121	37.6015
AT1G03760	18.6409	16.7632	14.6069	15.5941	38.8046	51.316	36.5489	65.0242	30.3203	36.4726	29.4033	24.3675
AT1G03770	26.9549	24.6323	23.6154	27.0238	69.6494	84.5536	59.6607	77.3767	25.0909	22.0711	24.329	25.0502
AT1G03780	34.598	32.8309	33.0218	36.209	129.1	199.426	104.988	225.258	36.0022	40.5006	39.3252	37.549
AT1G03790	19.0785	17.788	17.1645	17.6615	62.6533	36.2592	48.1496	7.74202	8.9	4.7453	6.97705	7.98244
AT1G03800	11.0562	10.541	9.26429	9.45096	89.8912	42.917	78.2486	35.535	16.191	10.0424	17.1255	11.5535
AT1G03810	9.16001	8.60118	8.83802	8.5354	4.94386	3.43131	5.24046	5.4803	5.22938	2.9796	3.71505	6.09186
AT1G03820	9.83097	9.58941	8.89485	9.39189	21.5167	10.4988	18.364	12.048	6.8887	5.90403	7.4301	8.92773
AT1G03830	35.1231	36.3446	35.0679	33.6395	58.9843	70.8284	60.1534	74.8105	42.6395	37.5209	36.8787	36.2886
AT1G03840	21.9957	23.6441	19.6369	20.3786	43.7485	24.6337	32.5177	11.961	14.9339	12.2495	12.1872	15.8073
AT1G03850	10.2685	11.0534	11.1399	10.337	40.2038	23.6607	36.1906	14.2662	18.3028	9.82166	16.8536	14.9671
AT1G03860	21.0038	19.1788	18.9548	18.2226	26.0563	33.6985	25.1273	39.319	35.0469	46.1839	37.6036	32.3499
AT1G03870	9.86014	8.78419	8.69593	8.18099	45.8629	43.7364	43.4018	36.7528	24.8395	42.5973	31.5326	26.6256
AT1G03880	20.858	18.886	18.8128	20.674	26.1496	13.6228	22.0368	7.52454	8.5983	3.53138	9.1064	8.56012
AT1G03890	16.3947	16.1775	18.4433	16.5687	25.1235	8.96238	19.0807	6.21971	9.95593	4.7453	7.65663	8.77018
AT1G03900	13.4191	15.4821	13.9533	14.3241	26.4916	33.6985	30.7261	49.0183	55.5118	77.0283	57.991	41.5927
AT1G03905	19.6619	16.6534	16.7382	16.7164	55.4396	57.7689	49.4037	37.8402	20.9678	23.2851	19.1189	17.8029
AT1G03910	32.6143	34.9903	31.3451	31.8675	27.7043	34.4155	29.1585	33.7952	55.2101	65.6617	48.2957	49.8903
AT1G03920	22.6667	23.2781	20.6883	18.961	43.4998	18.6417	40.0425	9.09034	13.4254	6.34545	10.3297	15.5973
AT1G03930	24.4461	25.5473	22.1377	21.6781	35.1978	45.9898	34.4885	57.2387	45.9582	57.2746	48.1597	38.8094
AT1G03935	1.60446	1.97644	1.02305	1.29951	7.99102	11.0621	6.71854	10.5257	10.1068	17.4914	14.0447	9.55792
AT1G03940	17.1531	18.5566	16.312	16.7755	28.0152	35.491	29.6064	43.9294	16.0401	16.5534	16.8083	18.5382
AT1G03950	13.565	14.2377	11.3956	11.4298	42.2249	49.0114	39.6842	44.8428	27.052	25.4922	29.1314	19.8511
AT1G03960	30.2222	30.342	27.2813	28.1461	56.8389	82.8636	54.3306	103.256	56.5175	77.856	69.7251	53.6189
AT1G03970	9.4809	9.04039	7.72971	8.83074	36.3483	53.6206	31.4876	69.4172	65.3169	95.0163	75.1165	58.4504
AT1G03980	16.5405	16.3972	14.0954	13.9992	23.9109	21.2024	21.141	15.1361	10.861	7.2283	9.24232	12.1312
AT1G03982	7.73058	8.30838	6.93401	6.82241	11.2869	5.94078	11.2424	2.95762	5.17909	2.04158	3.3073	5.51419
AT1G03987	2.88803	3.62348	3.63751	3.01249	3.17153	1.63883	2.37389	1.65279	1.65932	0.717312	1.90283	2.25819
AT1G03990	27.5384	25.8402	26.2583	26.1083	66.0736	53.8255	55.6295	49.8882	22.5768	12.9668	16.7177	19.0108
AT1G03993	8.10982	7.97897	7.50237	7.5017	37.3743	58.7932	31.3084	75.6804	41.4327	60.0335	49.2471	33.2427
AT1G03997	3.12141	3.07447	2.50079	2.21507	8.48852	10.2427	7.16645	10.3517	17.2469	33.6033	25.1445	17.2253
AT1G04000	5.22179	5.27051	4.4048	4.34154	17.0081	18.8466	18.6328	25.6617	37.4604	58.8748	50.4703	38.1267
AT1G04003	2.36293	2.34245	1.98926	2.0674	0.746243	0.512136	1.20934	0.956878	0.955367	0.551779	0.49836	2.25819
AT1G04007	5.04676	4.9045	5.17209	5.02082	17.2258	24.3265	16.2141	24.2264	23.6328	39.3418	31.1702	21.2165
AT1G04010	35.8232	35.6858	34.4427	32.2809	56.0615	77.691	55.316	92.5997	48.2209	46.2942	40.8202	42.0654
AT1G04013	2.36293	2.23265	1.98926	1.89019	4.47746	5.275	4.43424	3.82751	12.5203	14.7325	14.8602	8.45509
AT1G04017	3.76319	3.51368	4.0922	3.13063	3.01607	2.81675	2.68742	2.3487	2.81582	1.15874	1.44978	2.04813
AT1G04020	27.7718	27.231	28.7591	28.3529	118.186	186.827	103.376	224.91	28.5604	29.1339	29.4939	26.048
AT1G04023	2.42128	2.92806	2.89864	2.12647	8.5818	9.62815	8.55494	13.6573	22.1746	29.2994	28.0894	15.9124
AT1G04027	3.00472	2.34245	2.41554	1.77206	0.963897	0.973058	1.11976	1.04387	1.55876	0.827668	1.04203	1.68051
AT1G04030	20.2454	19.9474	18.6138	19.7584	85.818	94.5403	74.531	78.551	32.1808	32.886	23.4682	17.8555
AT1G04033	2.42128	2.45225	2.95548	2.48088	28.1707	3.48252	26.7398	2.52268	4.42486	1.54498	4.71177	2.6258
AT1G04037	2.56714	2.63526	2.33028	2.00833	9.67007	9.37209	9.89865	4.08848	7.69322	10.3734	7.52071	5.19909
AT1G04040	10.5894	10.9802	11.1115	11.4002	44.2771	33.0328	37.6686	22.7911	16.8949	15.9464	15.8116	14.1268
AT1G04043	1.4586	1.68364	1.30723	1.09277	4.53965	6.35048	4.6134	5.13235	4.97796	4.2487	3.39791	5.61922
AT1G04047	5.1051	4.6483	3.69435	4.51874	15.298	10.9597	13.7954	8.56841	18.0514	7.94561	20.0703	4.62141
AT1G04050	32.7018	33.6727	31.6293	31.3949	70.4267	65.6558	62.8408	56.7168	26.1469	19.3674	23.4682	22.9495
AT1G04053	8.86829	7.72277	7.36028	7.70844	4.91277	5.53107	6.18106	5.61079	4.5757	2.81407	3.262	6.98464
AT1G04057	2.36293	3.18427	2.81339	2.27414	1.21265	1.58762	1.56766	1.5658	1.55876	0.551779	1.44978	1.89058
AT1G04063	3.52981	3.22087	2.9839	2.83529	0.932804	0.870631	1.11976	1.17435	2.61469	0.551779	1.26855	2.36322
AT1G04067	5.1051	4.6849	4.31955	5.05036	19.1847	15.3129	19.6181	11.3086	27.5548	21.9608	30.4906	8.29754
AT1G04070	4.63835	4.7947	4.14904	4.1348	22.4806	34.6716	20.3348	37.1443	27.3537	39.397	32.3481	27.1508
AT1G04073	3.85071	3.44047	3.58068	2.98296	2.58076	2.09976	2.55305	1.87026	2.26271	1.15874	1.99344	3.20348
AT1G04077	13.1274	10.6874	12.6745	12.4635	101.427	48.909	85.3703	8.30744	11.6152	5.95921	9.9219	6.82709
AT1G04080	46.2085	46.1902	42.9681	43.6221	31.1557	35.8495	31.6219	40.1454	46.2096	46.6805	42.1341	42.9056
AT1G04083	3.96739	4.09929	3.86486	3.39644	1.71014	1.99733	1.8364	2.3922	1.96102	1.21391	1.26855	2.25819
AT1G04087	1.86701	1.68364	2.13135	1.1223	3.14044	2.45825	3.26969	1.30483	1.86045	1.37945	1.90283	1.89058
AT1G04090	20.6538	18.52	17.4487	17.6024	65.4206	39.332	61.1835	24.4439	15.3362	11.2563	17.352	16.2275
AT1G04093	3.70485	4.20909	3.467	3.63271	24.7193	8.19417	19.7077	1.43532	3.77118	1.65534	2.94486	4.2538
AT1G04097	3.50064	3.03786	2.61446	2.09693	8.98601	11.3694	8.01746	13.3093	20.6661	29.9064	25.0086	18.2756
AT1G04100	13.3024	13.2129	12.7881	11.3412	47.8528	70.6235	45.1934	79.0294	32.3819	46.7908	34.8399	29.5665
AT1G04103	4.49249	4.6849	4.29113	3.24877	4.01106	1.94612	3.85196	2.21822	4.07288	2.15194	2.4465	3.88619
AT1G04105	5.6302	5.70972	5.45627	5.10943	37.0012	58.2811	34.7573	65.6332	25.3424	38.1279	26.6396	20.0611
AT1G04107	2.24625	3.36727	2.9839	2.48088	13.4946	13.418	10.3018	15.2666	18.0011	23.5058	23.2417	14.9146
AT1G04110	25.613	20.3866	25.0079	25.7243	62.7155	58.6908	44.6111	26.8361	13.6265	10.9252	14.2712	17.2253
AT1G04117	13.3608	13.6521	13.8396	12.5816	23.4756	36.1568	20.6483	40.4499	23.7333	24.3334	20.4781	16.0699
AT1G04120	52.5388	49.5575	51.5788	48.1999	68.7787	96.1279	66.1553	108.693	70.496	85.5257	76.2944	67.9558
AT1G04123	2.85886	2.74506	2.75655	2.98296	1.71014	1.99733	1.61245	1.82677	2.46384	0.882846	1.26855	2.25819
AT1G04127	2.88803	3.29407	3.52384	2.36274	21.7654	8.75752	20.066	2.95762	2.36328	1.54498	3.66974	2.25819
AT1G04130	16.3947	16.0677	16.5961	15.919	46.6402	67.4483	49.5828	79.2469	34.6949	45.9632	34.6587	29.4615
AT1G04133	6.3595	6.44174	5.88254	6.34986	23.3512	10.1915	22.7087	4.39294	4.0226	1.4898	3.85097	2.6258
AT1G04137	2.88803	2.74506	2.64288	2.59901	1.05718	1.17791	2.01556	1.13086	2.26271	0.882846	1.22325	2.78335
AT1G04140	41.9494	43.7379	37.4266	41.3184	25.4655	34.2619	27.8148	39.232	59.7858	72.3934	59.8486	57.6626
AT1G04143	4.08408	3.66008	3.43859	3.89852	4.16652	2.50947	3.76238	2.26171	1.7096	1.04838	2.17466	2.73084
AT1G04147	3.61733	3.00126	3.35333	3.51458	8.27086	9.88422	6.0019	9.61228	4.0226	3.36585	4.30402	2.83587
AT1G04150	30.8932	30.5251	30.6631	30.9224	133.391	76.3595	103.421	19.1376	19.8616	10.2079	16.31	17.4879
AT1G04153	4.34663	6.33194	4.85949	4.75501	15.6089	20.2294	15.4526	27.1405	15.3864	25.1059	17.4426	14.2319
AT1G04157	3.35478	4.20909	3.41017	4.1348	1.71014	1.02427	1.92598	1.87026	2.06158	1.04838	1.49508	1.78555
AT1G04160	75.9056	74.2996	76.2172	72.6838	74.2823	84.0927	73.8592	79.4209	64.6632	53.3018	53.8682	59.0281
AT1G04163	14.7902	12.5175	13.7828	15.0034	24.9681	37.0786	21.9472	42.3636	12.5706	11.0908	10.7374	10.3457
AT1G04167	1.54612	2.30585	2.10294	1.68345	2.14545	1.74126	2.23951	2.65316	2.66497	1.71051	2.71833	2.83587
AT1G04170	21.8207	20.716	21.3988	18.3703	16.7594	21.3561	17.6474	28.3149	31.9796	42.818	35.8819	33.4002
AT1G04173	3.20892	2.56205	2.44395	2.18553	2.11436	1.17791	1.8364	1.43532	2.91638	0.496601	1.85753	2.41574
AT1G04177	1.07936	1.50063	1.47774	0.945096	1.77233	1.28034	1.97077	1.73978	2.06158	1.10356	1.13264	2.6258
AT1G04180	13.7692	13.6887	12.5324	10.8686	73.2562	18.8978	63.7366	11.3956	11.9672	4.63494	11.5076	9.71547
AT1G04183	12.894	13.4691	12.0777	12.0795	39.0845	30.2672	37.3103	37.5357	64.4621	95.237	82.5013	62.2315
AT1G04187	1.4586	1.86664	2.15977	2.00833	5.47245	8.14296	5.28525	9.56878	4.37457	4.80047	4.07749	3.57109
AT1G04190	13.9734	17.422	15.6868	13.3495	24.1285	33.0328	24.5451	34.7086	35.0469	41.9904	37.966	31.8773
AT1G04193	1.51694	2.26925	1.67667	2.156	7.95993	10.55	6.13627	12.2654	5.63164	9.60095	6.25216	5.51419
AT1G04197	2.12956	1.97644	2.15977	1.97879	11.4113	15.2616	10.0778	16.5279	12.4701	19.2571	15.6757	9.55792
AT1G04200	33.4895	33.4165	33.6186	30.7452	42.4115	60.7393	42.1924	82.9005	55.1096	66.5445	49.1565	54.3541
AT1G04203	2.56714	3.11107	2.55763	2.18553	12.966	6.09442	9.6747	5.34982	2.26271	1.21391	1.31386	1.52297
AT1G04207	2.62548	2.74506	1.98926	1.89019	5.2237	1.07549	4.83735	1.34833	1.7096	0.220711	0.770193	1.41793
AT1G04210	40.8992	43.7013	40.2968	38.8966	40.4837	53.6206	39.6842	73.0272	87.7932	117.032	98.9472	83.0279
AT1G04213	1.40026	1.64704	1.19356	1.00416	1.71014	2.35582	1.70203	2.74015	4.67627	6.17992	6.79582	3.78116
AT1G04217	2.12956	1.68364	1.50616	1.41764	7.46243	11.8303	8.15183	12.2654	13.6768	19.2019	17.1255	10.7658
AT1G04220	21.879	22.8755	21.342	19.5517	19.5267	18.7954	19.215	18.0937	14.5819	9.32506	13.0027	16.8577
AT1G04223	2.68383	2.63526	2.01768	2.21507	9.20367	12.3937	6.98728	17.9632	6.83841	10.8149	9.0611	8.71767
AT1G04227	2.01287	1.83004	1.27881	2.12647	5.50354	8.04053	4.92693	11.3956	3.87175	5.79368	4.21341	4.30632
AT1G04230	23.4251	22.1069	20.2052	20.674	38.8979	44.5558	34.6229	50.6276	46.9135	53.7432	48.2957	39.4921
AT1G04233	3.35478	3.40387	2.55763	2.71715	6.00104	9.73058	6.40501	11.961	40.7791	52.75	40.7296	34.188
